,DDX,NN,II,MM,IE,YB,NP,YM,YF,IKM,JX,TT,MOM,VE,VVYN1,VQ,IKO,IH,VI,IA,VDO,PRFKM,CC,PXH,VN,DJM,CSA,IKX,RR,VDX,PRF,JO,JM,DKX,RD,PMXKM,VVYX2,MLX,RJ,DJX,PRFKO,YQ,PMXKO,CSB,DGX,FB,MLO,VR,VOMX1,RK,PRFKX,VVMX2,PMX,VS,DGO,DGM,VCM,PTH,VVMX1,DJO,FZ,DDM,VDM,DDO,VOYN1,IKF,DKM,VOMX2,FO,VCH,MOX,PMXKX,JF,FF,VOYX2,JT,QQ,VVTX2,MLF,PRFKF,VVYN1F,UU,VVYM1F,PTM,VVTM1F,FS,VVTN1,VCN,PMXKF,VVTN1F,PTMKM,DDF,PTN,PTNKM,VOTN1,PTMKF,PTMKO,PTMKX,DKO,DGF,VDF,PXR,FU,MOF,PTNKO,VOTX2,PTNKF,MOO,PTNKX,DKF,--s--
VVTN1F,0.014563106796116505,0.10194174757281553,0.0,0.009708737864077669,0.0,0.0048543689320388345,0.0,0.13106796116504854,0.45145631067961167,0.0,0.0,0.1796116504854369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.009708737864077669,0.0,0.0,0.0,0.0,0.0,0.0,0.02912621359223301,0.0048543689320388345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048543689320388345,0.0,0.0,0.0,0.0,0.0,0.0048543689320388345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014563106796116505,0.0,0.019417475728155338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048543689320388345,0.0,0.0,0.0,0.0048543689320388345,0.0,0.0
PTMKM,0.03249830737982397,0.7193635748138117,0.045700744752877456,0.006770480704129994,0.0,0.003385240352064997,0.003046716316858497,0.006770480704129994,0.01117129316181449,0.0,0.055517941773865945,0.025727826675693975,0.0006770480704129993,0.002369668246445498,0.003385240352064997,0.0006770480704129993,0.0,0.0,0.002031144211238998,0.0,0.0013540961408259986,0.0013540961408259986,0.01794177386594448,0.0,0.004062288422477996,0.0,0.0,0.0,0.008124576844955992,0.001015572105619499,0.0,0.0,0.012525389302640487,0.004400812457684496,0.0,0.002708192281651997,0.0,0.0,0.0006770480704129993,0.0013540961408259986,0.0,0.004062288422477996,0.00033852403520649965,0.0,0.0006770480704129993,0.0006770480704129993,0.0,0.0,0.00033852403520649965,0.00033852403520649965,0.002369668246445498,0.00033852403520649965,0.002708192281651997,0.0,0.0,0.00033852403520649965,0.001015572105619499,0.0,0.0,0.0,0.0,0.001015572105619499,0.002369668246445498,0.0,0.00033852403520649965,0.0,0.001015572105619499,0.0,0.004739336492890996,0.0,0.0006770480704129993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033852403520649965,0.0,0.0,0.0,0.0,0.0013540961408259986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033852403520649965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDF,0.010810810810810811,0.4594594594594595,0.0,0.005405405405405406,0.0,0.0,0.05405405405405406,0.010810810810810811,0.0,0.0,0.21081081081081082,0.010810810810810811,0.0,0.016216216216216217,0.016216216216216217,0.021621621621621623,0.005405405405405406,0.0,0.016216216216216217,0.016216216216216217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010810810810810811,0.0,0.0,0.0,0.005405405405405406,0.010810810810810811,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016216216216216217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07027027027027027,0.0,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.005405405405405406,0.0,0.005405405405405406,0.0,0.0,0.0,0.005405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTN,0.01059135039717564,0.11650485436893204,0.018534863195057368,0.00617828773168579,0.35481023830538394,0.00088261253309797,0.00353045013239188,0.00794351279788173,0.019417475728155338,0.0,0.02030008826125331,0.06972639011473963,0.0,0.0088261253309797,0.00264783759929391,0.01412180052956752,0.00088261253309797,0.0,0.00529567519858782,0.1703442188879082,0.00176522506619594,0.00176522506619594,0.01588702559576346,0.00353045013239188,0.0,0.0,0.0,0.0,0.01588702559576346,0.00088261253309797,0.00353045013239188,0.00088261253309797,0.01147396293027361,0.01059135039717564,0.00441306266548985,0.00617828773168579,0.00353045013239188,0.0,0.0,0.00441306266548985,0.00176522506619594,0.00176522506619594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01500441306266549,0.0,0.0,0.00353045013239188,0.0,0.0,0.0,0.00176522506619594,0.0,0.0,0.0,0.0,0.00264783759929391,0.0,0.0,0.0,0.0,0.00264783759929391,0.0,0.01059135039717564,0.0,0.0,0.0,0.0,0.00088261253309797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176522506619594,0.01059135039717564,0.00264783759929391,0.0,0.0,0.0,0.01147396293027361,0.00176522506619594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTNKM,0.024484536082474227,0.7126288659793815,0.037371134020618556,0.01288659793814433,0.0,0.0,0.006443298969072165,0.02577319587628866,0.04381443298969072,0.001288659793814433,0.03479381443298969,0.014175257731958763,0.0,0.005154639175257732,0.007731958762886598,0.001288659793814433,0.0,0.0,0.002577319587628866,0.0,0.002577319587628866,0.001288659793814433,0.0,0.0,0.0,0.0,0.0,0.0,0.003865979381443299,0.002577319587628866,0.0,0.0,0.015463917525773196,0.01288659793814433,0.002577319587628866,0.006443298969072165,0.0,0.0,0.0,0.001288659793814433,0.0,0.0,0.0,0.0,0.001288659793814433,0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.002577319587628866,0.0,0.001288659793814433,0.0,0.0,0.0,0.0,0.001288659793814433,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.0,0.001288659793814433,0.0,0.002577319587628866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOTN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTMKF,0.0049504950495049506,0.8564356435643564,0.0049504950495049506,0.0049504950495049506,0.0,0.0,0.0,0.019801980198019802,0.0049504950495049506,0.0,0.0297029702970297,0.0049504950495049506,0.0,0.0,0.0,0.0,0.019801980198019802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0,0.019801980198019802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0
PTMKO,0.061752988047808766,0.5916334661354582,0.14741035856573706,0.00597609561752988,0.0,0.00398406374501992,0.00398406374501992,0.01195219123505976,0.00398406374501992,0.00398406374501992,0.10756972111553785,0.00398406374501992,0.0,0.00199203187250996,0.00199203187250996,0.0,0.0,0.0,0.00597609561752988,0.0,0.00597609561752988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00796812749003984,0.0,0.0,0.013944223107569721,0.00398406374501992,0.00199203187250996,0.00199203187250996,0.0,0.00398406374501992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00199203187250996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00199203187250996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTMKX,0.00816326530612245,0.7061224489795919,0.15918367346938775,0.0,0.0,0.004081632653061225,0.004081632653061225,0.00816326530612245,0.0,0.0,0.00816326530612245,0.0,0.0,0.0,0.053061224489795916,0.0,0.0,0.0,0.00816326530612245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081632653061225,0.0,0.0,0.0,0.012244897959183673,0.0,0.0,0.0,0.004081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081632653061225,0.0,0.0,0.0,0.0,0.0,0.0163265306122449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKO,0.0,0.5269168026101142,0.013050570962479609,0.0032626427406199023,0.008156606851549755,0.0065252854812398045,0.0016313213703099511,0.0766721044045677,0.009787928221859706,0.0032626427406199023,0.0701468189233279,0.0016313213703099511,0.0,0.0065252854812398045,0.01468189233278956,0.0,0.0,0.0,0.0016313213703099511,0.009787928221859706,0.0032626427406199023,0.0,0.0,0.0,0.008156606851549755,0.0,0.0,0.0,0.0,0.0,0.0,0.013050570962479609,0.0,0.0016313213703099511,0.0,0.0,0.1631321370309951,0.0,0.0,0.0,0.0,0.0032626427406199023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009787928221859706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032626427406199023,0.0,0.0,0.004893964110929853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016313213703099511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03425774877650897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGF,0.0035335689045936395,0.6254416961130742,0.024734982332155476,0.13074204946996468,0.02120141342756184,0.0,0.01060070671378092,0.0035335689045936395,0.0,0.02120141342756184,0.04946996466431095,0.02120141342756184,0.0,0.01060070671378092,0.007067137809187279,0.0,0.0,0.0,0.01060070671378092,0.02120141342756184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035335689045936395,0.0,0.0,0.0035335689045936395,0.0035335689045936395,0.0,0.0,0.0035335689045936395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035335689045936395,0.0,0.0,0.01060070671378092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01060070671378092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VDF,0.0,0.26515151515151514,0.22727272727272727,0.0,0.007575757575757576,0.022727272727272728,0.05303030303030303,0.12878787878787878,0.007575757575757576,0.045454545454545456,0.030303030303030304,0.007575757575757576,0.0,0.03787878787878788,0.022727272727272728,0.022727272727272728,0.030303030303030304,0.030303030303030304,0.0,0.030303030303030304,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PXR,0.0,0.07901668129938542,0.5785776997366111,0.0,0.04214223002633889,0.0,0.003511852502194908,0.0,0.0,0.2080772607550483,0.0052677787532923615,0.0,0.0,0.0,0.0,0.0,0.021071115013169446,0.015803336259877086,0.0,0.012291483757682178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014047410008779631,0.0052677787532923615,0.0,0.009657594381035996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001755926251097454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001755926251097454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001755926251097454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FU,0.036885245901639344,0.36475409836065575,0.06147540983606557,0.04234972677595628,0.08879781420765027,0.009562841530054645,0.02185792349726776,0.028688524590163935,0.004098360655737705,0.012295081967213115,0.04644808743169399,0.03278688524590164,0.00273224043715847,0.040983606557377046,0.00273224043715847,0.012295081967213115,0.009562841530054645,0.004098360655737705,0.00819672131147541,0.0,0.0,0.0,0.01092896174863388,0.0,0.004098360655737705,0.0,0.0,0.00273224043715847,0.023224043715846996,0.00546448087431694,0.00273224043715847,0.0,0.020491803278688523,0.0,0.01092896174863388,0.00546448087431694,0.00546448087431694,0.0,0.0,0.00273224043715847,0.0,0.01912568306010929,0.0,0.0,0.0,0.00273224043715847,0.0,0.0,0.0,0.0,0.0,0.0,0.00546448087431694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01092896174863388,0.00273224043715847,0.0,0.0,0.0,0.0,0.0,0.0,0.00273224043715847,0.0,0.00273224043715847,0.0,0.0,0.0,0.0,0.0,0.0,0.00819672131147541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01912568306010929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001366120218579235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF,0.0,0.9354838709677419,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTNKO,0.0,0.8596491228070176,0.05263157894736842,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008771929824561403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VOTX2,0.0,0.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTNKF,0.0,0.8372093023255814,0.03875968992248062,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.007751937984496124,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007751937984496124,0.0,0.0,0.0,0.0
MOO,0.0,0.391304347826087,0.13043478260869565,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.08695652173913043,0.0,0.0,0.0
PTNKX,0.0,0.6346153846153846,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.1346153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKF,0.00980392156862745,0.13725490196078433,0.0,0.0,0.0,0.0,0.00980392156862745,0.00980392156862745,0.049019607843137254,0.0,0.3627450980392157,0.0,0.0,0.049019607843137254,0.11764705882352941,0.00980392156862745,0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049019607843137254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.06862745098039216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
--s--,0.1416984137135061,0.35297691373025514,0.0014845741327803104,0.04345310420644564,1.6749041498034272e-05,0.005173931182756405,0.05285236176711524,0.003926888911220944,0.003971045475170307,0.00013856025239282897,0.07701970600864251,0.002050996263441106,0.00287322193698097,0.003998452997621636,0.00412635476906117,0.0019322303328186809,0.00014160553266519884,0.0,0.004234462218730301,7.613200680924669e-06,0.0007186861442792888,0.0023326846886353187,0.046096407482862686,0.006116445427054879,0.0016977437518462012,1.5226401361849337e-05,4.7201844221732944e-05,1.5226401361849337e-06,0.048223535753113035,0.0017129701532080505,0.0025884882315143874,0.0015287306967296736,0.0073360801761390105,0.008752135502791,0.03184601844830789,0.006248915118902968,0.0005237882068476172,9.135840817109604e-06,0.002160626353246421,0.005988543655615345,0.0007369578259135079,0.018783288719977344,0.0017144927933442355,0.006798588208065729,0.002596101432195312,0.005253108469838021,4.5679204085548016e-05,2.1316961906589073e-05,8.222256735398642e-05,0.002891493618615189,0.0005496730891627611,0.0002573261830152538,0.024940845430709215,0.00019642057756785646,0.000665393739512816,0.0017677851981107082,0.0008831312789872616,0.0023890223736741613,0.0005222655667114323,0.0,0.0010658480953294536,0.005227223587522878,0.00042177131772322667,0.002789476729490799,9.440368844346589e-05,0.0,0.0005009486048048432,0.0013186063579361527,0.003197544285988361,0.00030300538710080184,0.0005009486048048432,0.00016139985443560298,0.0004324297986765212,0.0009607859259326932,3.0452802723698674e-06,1.8271681634219207e-05,0.00037304683336530876,8.069992721780149e-05,3.958864354080828e-05,0.00010201688912439056,2.1316961906589073e-05,0.001521117496048749,0.0001583545741632331,0.0020540415437134757,0.0,0.029292550939925756,8.831312789872616e-05,0.00014617345307375366,0.0002695073041047333,4.567920408554802e-06,0.0005725126912055351,6.699616599213709e-05,0.0002025111381125962,9.897160885202069e-05,0.0,4.111128367699321e-05,0.0001218112108947947,3.0452802723698675e-05,4.415656394936308e-05,5.9382965311212415e-05,2.1316961906589073e-05,0.000414158117042302,1.5226401361849337e-05,1.5226401361849337e-06,6.090560544739735e-06,0.0,1.5226401361849337e-05,3.0452802723698674e-06,4.567920408554802e-06,1.0658480953294537e-05,0.0
